set,number,name,subtitle,count,type,aspects,traits,arenas,cost,power,hp,fronttext,backtext,epicaction,doublesided,backart,frontart,rarity,marketprice,karabast_number
sor,349,Rukh,Thrawn's Assassin,1,Unit,"['Command', 'Villainy']",['IMPERIAL'],['Ground'],5,3,6,"SHIELDED (When you play this unit, give a Shield token to it.)|When this unit deals combat damage to a non-leader unit while attacking: Defeat that unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/349.png,Rare,4.16,085
sor,398,Ruthless Raider,,1,Unit,"['Aggression', 'Villainy']","['IMPERIAL', 'VEHICLE', 'CAPITAL SHIP']",['Space'],6,4,6,When Played/When Defeated: Deal 2 damage to an enemy base and 2 damage to an enemy unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/398.png,Uncommon,3.13,134
sor,280,Sabine Wren,Galvanized Revolutionary,1,Leader,"['Aggression', 'Heroism']","['MANDALORIAN', 'REBEL', 'SPECTRE']",['Ground'],4,2,5,Action [{Exhaust}]: Deal 1 damage to each base.,On Attack: Deal 1 damage to each enemy base.,"Epic Action: If you control 4 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SOR/280-b.png,https://cdn.swu-db.com/images/cards/SOR/280.png,Common,0.19,014
sor,405,Sabine Wren,Explosives Artist,1,Unit,"['Aggression', 'Heroism']","['MANDALORIAN', 'REBEL', 'SPECTRE']",['Ground'],2,2,3,"While there are at least 3 aspects among other friendly units, this unit can't be attacked (unless she gains Sentinel). |On Attack: You may deal 1 damage to the defender or to a base.",,,False,,https://cdn.swu-db.com/images/cards/SOR/405.png,Uncommon,3.56,142
sor,416,Saw Gerrera,Extremist,1,Unit,"['Aggression', 'Aggression']",['REBEL'],['Ground'],4,5,4,"As an additional cost for each opponent to play an event, they must deal 2 damage to their base.",,,False,,https://cdn.swu-db.com/images/cards/SOR/416.png,Rare,3.30,153
sor,298,Scout Bike Pursuer,,1,Unit,"['Vigilance', 'Villainy']","['IMPERIAL', 'TROOPER']",['Ground'],2,1,4,GRIT (This unit gets +1/+0 for each damage on it.),,,False,,https://cdn.swu-db.com/images/cards/SOR/298.png,Common,0.56,032
sor,308,Search Your Feelings,,1,Event,"['Vigilance', 'Villainy']",['INNATE'],,4,,,"Search your deck for a card and draw it. (Then, shuffle your deck.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/308.png,Rare,3.16,042
sor,346,Seasoned Shoretrooper,,1,Unit,"['Command', 'Villainy']","['IMPERIAL', 'TROOPER']",['Ground'],2,2,3,"While you control 6 or more resources, this unit gets +2/+0.",,,False,,https://cdn.swu-db.com/images/cards/SOR/346.png,Common,0.81,083
sor,285,Security Complex,Scarif,1,Base,['Vigilance'],,,,,25,Epic Action: Give a Shield token to a non-leader unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/285.png,Rare,6.90,019
sor,443,Seventh Fleet Defender,,1,Unit,"['Cunning', 'Villainy']","['IMPERIAL', 'VEHICLE', 'FIGHTER']",['Space'],3,3,2,"SHIELDED (When you play this unit, give a Shield token to it.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/443.png,Common,1.35,180
sor,397,Seventh Sister,Implacable Inquisitor,1,Unit,"['Aggression', 'Villainy']","['FORCE', 'IMPERIAL', 'INQUISITOR']",['Ground'],5,3,6,"SABOTEUR (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)|When this unit deals combat damage to an opponent's base: You may deal 3 damage to a ground unit that opponent controls.",,,False,,https://cdn.swu-db.com/images/cards/SOR/397.png,Rare,5.32,133
sor,479,Shoot First,,1,Event,['Cunning'],['TRICK'],,1,,,"Attack with a unit. It gets +1/+0 for this attack and deals its combat damage before the defender. (If the defender is defeated, it deals no combat damage.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/479.png,Uncommon,3.36,217
sor,437,Smoke and Cinders,,1,Event,['Aggression'],['DISASTER'],,5,,,Each player discards all but 2 cards (of their choice) from their hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/437.png,Rare,1.14,174
sor,476,Smuggling Compartment,,1,Upgrade,['Cunning'],['MODIFICATION'],,1,1,1,"Attach to a VEHICLE unit.|Attached unit gains: ""On Attack: Ready a resource.""",,,False,,https://cdn.swu-db.com/images/cards/SOR/476.png,Uncommon,0.51,214
sor,477,Snapshot Reflexes,,1,Event,['Cunning'],['LEARNED'],,1,,,When Played: You may attack with attached unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/477.png,Common,0.48,223
sor,481,Sneak Attack,,1,Event,['Cunning'],['TRICK'],,2,,,"Play a unit from your hand. It costs 3 less and enters play ready. At the start of the regroup phase, defeat it.",,,False,,https://cdn.swu-db.com/images/cards/SOR/481.png,Rare,5.16,219
sor,502,Snowspeeder,,1,Unit,['Heroism'],"['REBEL', 'VEHICLE', 'SPEEDER']",['Ground'],5,3,6,"Ambush (After you play this unit, it may ready and attack an enemy unit.) |On Attack: Exhaust an enemy VEHICLE ground unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/502.png,Common,0.18,244
sor,488,Snowtrooper Lieutenant,,1,Unit,['Villainy'],"['IMPERIAL', 'TROOPER']",['Ground'],2,2,2,"When Played: You may attack with a unit. If it's an IMPERIAL unit, it gets +2/+0 for this attack.",,,False,,https://cdn.swu-db.com/images/cards/SOR/488.png,Common,0.65,236
sor,462,Spark of Rebellion,,1,Event,"['Cunning', 'Heroism']",['SPECTRE'],,2,,,Look at an opponent's hand and discard a card from it.,,,False,,https://cdn.swu-db.com/images/cards/SOR/462.png,Rare,13.57,200
sor,403,SpecForce Soldier,,1,Unit,"['Aggression', 'Heroism']","['REBEL', 'TROOPER']",['Ground'],1,2,2,When Played: A unit loses SENTINEL for this phase.,,,False,,https://cdn.swu-db.com/images/cards/SOR/403.png,Common,0.45,140
sor,426,Star Wing Scout,,1,Unit,['Aggression'],"['VEHICLE', 'FIGHTER']",['Space'],3,4,1,"When Defeated: If you have the initiative, draw 2 cards.",,,False,,https://cdn.swu-db.com/images/cards/SOR/426.png,Uncommon,0.57,163
sor,380,Steadfast Battalion,,1,Unit,['Command'],['TROOPER'],['Ground'],5,5,5,"OVERWHELM (When attacking an enemy unit, deal excess damage to the opponent's base.)|On Attack: If you control a leader unit, give a friendly unit +2/+2 for this phase.",,,False,,https://cdn.swu-db.com/images/cards/SOR/380.png,Common,0.47,116
sor,474,Strafing Gunship,,1,Unit,['Cunning'],"['UNDERWORLD', 'VEHICLE', 'FIGHTER']",['Space'],4,3,4,"This unit can attack units in the ground arena.|While this unit is attacking a ground unit, the defender gets -2/-0.",,,False,,https://cdn.swu-db.com/images/cards/SOR/474.png,Rare,4.18,212
sor,391,Strike True,,1,Event,['Command'],['TACTIC'],,3,,,A friendly unit deals damage equal to its power to an enemy unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/391.png,Common,0.39,127
sor,309,Superlaser Blast,,1,Event,"['Vigilance', 'Villainy']","['DISASTER', 'TACTIC']",,8,,,Defeat all units.,,,False,,https://cdn.swu-db.com/images/cards/SOR/309.png,Legendary,21.43,043
sor,348,Superlaser Technician,,1,Unit,"['Command', 'Villainy']",['IMPERIAL'],['Ground'],3,2,1,When Defeated: You may put this unit into play as a resource and ready it.,,,False,,https://cdn.swu-db.com/images/cards/SOR/348.png,Common,2.25,085
sor,482,Surprise Strike,,1,Event,['Cunning'],['TACTIC'],,2,,,Attack with a unit. It gets +3/+0 for this attack.,,,False,,https://cdn.swu-db.com/images/cards/SOR/482.png,Common,0.51,231
sor,472,Swoop Racer,,1,Unit,['Cunning'],['FRINGE'],['Ground'],3,4,3,,,,False,,https://cdn.swu-db.com/images/cards/SOR/472.png,Common,0.22,210
sor,475,Syndicate Lackeys,,1,Unit,['Cunning'],['UNDERWORLD'],['Ground'],5,5,4,"AMBUSH (After you play this unit, it may ready and attack an enemy unit.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/475.png,Common,0.45,213
sor,331,System Patrol Craft,,1,Unit,['Vigilance'],"['VEHICLE', 'FIGHTER']",['Space'],4,3,4,Sentinel (Units in this arena can't attack your non-Sentinel units or your base.),,,False,,https://cdn.swu-db.com/images/cards/SOR/331.png,Common,0.55,063
sor,492,TIE Advanced,,1,Unit,['Villainy'],"['IMPERIAL', 'VEHICLE', 'FIGHTER']",['Space'],4,3,2,When Played: Give 2 Experience tokens to another friendly IMPERIAL unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/492.png,Uncommon,2.73,231
sor,487,TIE/ln Fighter,,1,Unit,['Villainy'],"['IMPERIAL', 'VEHICLE', 'FIGHTER']",['Space'],1,2,1,,,,False,,https://cdn.swu-db.com/images/cards/SOR/487.png,Common,1.04,225
sor,388,Tactical Advantage,,1,Event,['Command'],['TACTIC'],,1,,,Give a unit +2/+2 for this phase.,,,False,,https://cdn.swu-db.com/images/cards/SOR/388.png,Common,0.25,124
sor,342,Takedown,,1,Event,['Vigilance'],['TACTIC'],,4,,,Defeat a unit with 5 or less remaining HP.,,,False,,https://cdn.swu-db.com/images/cards/SOR/342.png,Uncommon,2.49,077
sor,291,Tarkintown,Lothal,1,Base,['Aggression'],,,,,25,Epic Action: Deal 3 damage to a damaged non-leader unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/291.png,Rare,8.35,025
sor,355,The Emperor's Legion,,1,Event,"['Command', 'Villainy']","['IMPERIAL', 'SUPPLY']",,2,,,Return each unit in your discard pile that was defeated this phase to your hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/355.png,Rare,1.90,091
sor,320,The Force Is With Me,,1,Event,"['Vigilance', 'Heroism']",['FORCE'],,4,,,"Choose a friendly unit and give 2 Experience tokens to it. If you control a FORCE unit, also give a Shield token to the chosen unit.|You may attack with the chosen unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/320.png,Uncommon,2.01,055
sor,316,The Ghost,Spectre Home Base,1,Unit,"['Vigilance', 'Heroism']","['REBEL', 'VEHICLE', 'TRANSPORT', 'SPECTRE']",['Space'],6,5,5,"SHIELDED (When you play this unit, give a Shield token to it.)|When Played/On Attack: You may give a Shield token to another SPECTRE unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/316.png,Uncommon,1.07,050
sor,386,Traitorous,,1,Upgrade,['Command'],['INNATE'],,5,0,0,When this upgrade becomes attached to a non-leader unit that costs 3 or less: Take control of that unit.|When this upgrade becomes unattached from a unit: That unit's owner takes control of it.,,,False,,https://cdn.swu-db.com/images/cards/SOR/386.png,Rare,0.25,122
sor,368,U-Wing Reinforcement,,1,Event,"['Command', 'Heroism']",['SUPPLY'],,2,,,Search the top 10 cards of your deck for up to 3 units with combined cost 7 or less and play each of them for free. (Put the other cards on the bottom of your deck in a random order.),,,False,,https://cdn.swu-db.com/images/cards/SOR/368.png,Rare,11.41,104
sor,505,Underworld Thug,,1,Unit,,['UNDERWORLD'],['Ground'],2,2,3,,,,False,,https://cdn.swu-db.com/images/cards/SOR/505.png,Common,0.26,257
sor,453,Vanguard Ace,,1,Unit,"['Cunning', 'Heroism']","['NEW REPUBLIC', 'VEHICLE', 'FIGHTER']",['Space'],2,1,1,"When Played: For each other card you played this phase, give an Experience token to this unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/453.png,Uncommon,0.63,191
sor,372,Vanguard Infantry,,1,Unit,['Command'],['TROOPER'],['Ground'],1,1,2,When Defeated: You may give an Experience token to a unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/372.png,Common,0.24,108
sor,343,Vanquish,,1,Event,['Vigilance'],['TACTIC'],,5,,,Defeat a non-leader unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/343.png,Common,0.67,077
sor,323,Vigilance,,1,Event,"['Vigilance', 'Vigilance']",['INNATE'],,4,,,"Choose two, in any order:|Discard 6 cards from an opponent's deck. |Heal 5 damage from a base. |Defeat a unit with 3 or less remaining HP. |Give a Shield token to a unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/323.png,Legendary,49.93,058
sor,314,Vigilant Honor Guards,,1,Unit,"['Vigilance', 'Heroism']",['REBEL'],['Ground'],5,4,6,"While this unit is undamaged, it gains Sentinel (Units in this arena can't attack your non-Sentinel units or your base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/314.png,Common,0.21,048
sor,489,Viper Probe Droid,,1,Unit,['Villainy'],"['IMPERIAL', 'DROID']",['Ground'],2,3,2,When Played: Look at an opponent's hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/489.png,Common,0.85,228
sor,506,Volunteer Soldier,,1,Unit,,['TROOPER'],['Ground'],3,2,3,"RAID 1 (This unit gets +1/+0 while attacking.)|If you control a TROOPER unit, this unit costs 1 less to play.",,,False,,https://cdn.swu-db.com/images/cards/SOR/506.png,Common,0.21,248
sor,427,Wampa,,1,Unit,['Aggression'],['CREATURE'],['Ground'],4,4,5,"Overwhelm (When attacking an enemy unit, deal excess damage to the opponent's base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/427.png,Common,0.19,164
sor,484,Waylay,,1,Event,['Cunning'],['TRICK'],,3,,,Return a non-leader unit to its owner's hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/484.png,Common,0.56,222
sor,364,Wedge Antilles,Star of the Rebellion,1,Unit,"['Command', 'Heroism']",['REBEL'],['Ground'],5,5,5,"Each friendly VEHICLE unit gets +1/+1 and gains AMBUSH. (After you play that unit, it may ready and attack an enemy unit.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/364.png,Rare,2.35,100
sor,329,Wilderness Fighter,,1,Unit,['Vigilance'],['TROOPER'],['Ground'],3,2,4,"SHIELDED (When you play this unit, give a Shield token to it.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/329.png,Common,0.30,064
sor,499,Wing Leader,,1,Unit,['Heroism'],"['REBEL', 'VEHICLE', 'FIGHTER']",['Space'],3,2,1,When Played: Give 2 Experience tokens to another friendly REBEL unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/499.png,Uncommon,4.98,241
sor,423,Wolffe,Suspicious Veteran,1,Unit,['Aggression'],"['FRINGE', 'CLONE']",['Ground'],2,3,2,"SABOTEUR (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)|When Played/On Attack: Bases can't be healed for this phase.",,,False,,https://cdn.swu-db.com/images/cards/SOR/423.png,Rare,3.52,160
sor,311,Yoda,Old Master,1,Unit,"['Vigilance', 'Heroism']","['FORCE', 'JEDI']",['Ground'],3,2,4,"Restore 2 (When this unit attacks, heal 2 damage from your base.)|When Defeated: Choose any number of players. They each draw a card.",,,False,,https://cdn.swu-db.com/images/cards/SOR/311.png,Uncommon,1.29,045
sor,504,You're My Only Hope,,1,Event,['Heroism'],['GAMBIT'],,3,,,"Look at the top card of your deck. You may play it. It costs 5 less. If your base has 5 or less remaining HP, you may play it for free instead.",,,False,,https://cdn.swu-db.com/images/cards/SOR/504.png,Rare,4.81,246
sor,409,Zeb Orrelios,Headstrong Warrior,1,Unit,"['Aggression', 'Heroism']","['REBEL', 'SPECTRE']",['Ground'],5,5,5,"When this unit completes an attack: If the defender was defeated, you may deal 4 damage to a ground unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/409.png,Uncommon,1.05,146
shd,457,4-LOM,Bounty Hunter for Hire,1,Unit,"['Cunning', 'Villainy']","['UNDERWORLD', 'DROID', 'BOUNTY HUNTER']",['Ground'],4,4,4,"AMBUSH (When you play this unit, it may ready and attack an enemy unit.)|Each friendly unit named Zuckuss gets +1/+1 and gains AMBUSH.",,,False,,https://cdn.swu-db.com/images/cards/SHD/457.png,Uncommon,3.42,188
shd,475,A New Adventure,,1,Event,"['Cunning', 'Cunning']",['GAMBIT'],,2,,,"Return a non-leader unit that costs 6 or less to its owner's hand. Then, its owner may play it for free.",,,False,,https://cdn.swu-db.com/images/cards/SHD/475.png,Uncommon,2.13,207
shd,370,Adelphi Patrol Wing,,1,Unit,"['Command', 'Heroism']","['NEW REPUBLIC', 'VEHICLE', 'FIGHTER']",['Space'],5,4,6,"When Played: You may attack with a unit. If you have the initiative, it gets +2/+0 for this attack.",,,False,,https://cdn.swu-db.com/images/cards/SHD/370.png,Common,0.29,101
shd,506,Altering the Deal,,1,Event,['Villainy'],['TRICK'],,1,,,Discard a captured card guarded by a friendly unit.,,,False,,https://cdn.swu-db.com/images/cards/SHD/506.png,Rare,1.24,243
shd,444,Armed to the Teeth,,1,Upgrade,['Aggression'],"['SUPPLY', 'WEAPON']",,2,2,0,"Attached unit gains: ""On Attack: Give another friendly unit +2/+0 for this phase.""|Smuggle [C=4 Aggression] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",,,False,,https://cdn.swu-db.com/images/cards/SHD/444.png,Uncommon,0.71,175
shd,391,Arquitens Assault Cruiser,,1,Unit,['Command'],"['VEHICLE', 'CAPITAL SHIP']",['Space'],8,7,8,Ambush |When this unit attacks and defeats a non-leader unit: Put the defeated unit into play as a resource under your control.,,,False,,https://cdn.swu-db.com/images/cards/SHD/391.png,Rare,2.39,122
shd,453,Bazine Netal,Spy for the First Order,1,Unit,"['Cunning', 'Villainy']",['UNDERWORLD'],['Ground'],2,1,3,"When Played: Look at an opponent's hand. You may discard 1 of those cards. If you do, that player draws a card. |Smuggle [C=4 Cunning Villainy]",,,False,,https://cdn.swu-db.com/images/cards/SHD/453.png,Rare,11.90,184
shd,502,Black Sun Starfighter,,1,Unit,['Villainy'],"['UNDERWORLD', 'VEHICLE', 'FIGHTER']",['Space'],3,3,2,Sentinel (Units in this arena can't attack your non-Sentinel units or your base.),,,False,,https://cdn.swu-db.com/images/cards/SHD/502.png,Common,0.42,237
shd,291,Bo-Katan Kryze,Princess in Exile,1,Leader,"['Aggression', 'Heroism']",['MANDALORIAN'],['Ground'],6,4,7,"Action [{{Exhaust}}]: If you attacked with a Mandalorian unit this phase, deal 1 damage to a unit.","On Attack: You may deal 1 damage to a unit. If you attacked with another Mandalorian unit this phase, you may deal 1 damage to a unit. (The same unit or a different unit.)","Epic Action: If you control 6 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SHD/291-b.png,https://cdn.swu-db.com/images/cards/SHD/291.png,Rare,1.08,012
shd,426,Bo-Katan Kryze,Fighting For Mandalore,1,Unit,"['Aggression', 'Aggression']","['MANDALORIAN', 'TROOPER']",['Ground'],2,3,3,"When Defeated: For each player with 15 or more damage on their base, draw a card.",,,False,,https://cdn.swu-db.com/images/cards/SHD/426.png,Uncommon,1.41,157
shd,287,Boba Fett,Daimyo,1,Leader,"['Command', 'Heroism']",['UNDERWORLD'],['Ground'],6,4,7,"When you play a unit that has 1 or more KEYWORDS: You may exhaust this leader. If you do, give a friendly unit +1/+0 for this phase.",Each other friendly unit that has 1 or more KEYWORDS gets +1/+0.,"Epic Action: If you control 6 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SHD/287-b.png,https://cdn.swu-db.com/images/cards/SHD/287.png,Common,0.14,008
shd,491,Boba Fett's Armor,,1,Upgrade,['Cunning'],"['ITEM', 'ARMOR']",,2,2,2,"Attach to a non-Vehicle unit. |If attached unit is Boba Fett and damage would be dealt to him, prevent 2 of that damage.",,,False,,https://cdn.swu-db.com/images/cards/SHD/491.png,Rare,6.73,224
shd,289,Bossk,Hunting His Prey,1,Leader,"['Aggression', 'Villainy']","['UNDERWORLD', 'BOUNTY HUNTER']",['Ground'],5,4,6,Action [{{Exhaust}}]: Deal 1 damage to a unit with a BOUNTY. You may give it +1/+0 for this phase.,When you collect a BOUNTY: You may collect that BOUNTY again. Use this ability only once each round.,"Epic Action: If you control 5 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SHD/289-b.png,https://cdn.swu-db.com/images/cards/SHD/289.png,Common,0.11,010
shd,515,Bounty Guild Initiate,,1,Unit,,['BOUNTY HUNTER'],['Ground'],1,1,2,"When Played: If you control another Bounty Hunter unit, you may deal 2 damage to a ground unit.",,,False,,https://cdn.swu-db.com/images/cards/SHD/515.png,Common,0.23,254
shd,392,Bounty Hunter's Quarry,,1,Upgrade,['Command'],"['BOUNTY', 'CONDITION']",,1,0,0,"Attached unit gains: ""Bounty - Search the top 5 cards of your deck, or 10 cards instead if this unit is unique, for a unit that costs 3 or less and play it for free."" (Put the other cards on the bottom of your deck in a random order.)",,,False,,https://cdn.swu-db.com/images/cards/SHD/392.png,Uncommon,1.42,123
shd,495,Bounty Posting,,1,Event,['Cunning'],['PLAN'],,1,,,"Search your deck for a Bounty upgrade, reveal it, and draw it. (Shuffle your deck.)|You may play that upgrade (paying its cost).",,,False,,https://cdn.swu-db.com/images/cards/SHD/495.png,Uncommon,0.49,228
shd,451,Bravado,,1,Event,['Aggression'],['INNATE'],,5,,,"If you've defeated an enemy unit this phase, this event costs 2 less to play. |Ready a unit.",,,False,,https://cdn.swu-db.com/images/cards/SHD/451.png,Uncommon,0.37,182
shd,315,Brutal Traditions,,1,Upgrade,"['Vigilance', 'Villainy']",['LEARNED'],,2,1,2,"Action: If an enemy unit was defeated this phase, play this upgrade from your discard pile (paying its cost).",,,False,,https://cdn.swu-db.com/images/cards/SHD/315.png,Uncommon,0.30,038
shd,293,Cad Bane,He Who Needs No Introduction,1,Leader,"['Cunning', 'Villainy']","['UNDERWORLD', 'BOUNTY HUNTER']",['Ground'],6,2,8,"When you play an Underworld card: You may exhaust this leader. If you do, an opponent chooses a unit they control. Deal 1 damage to it.",RAID 2 (This unit gets +2/+0 while attacking.)|When you play an Underworld card: You may choose an opponent. They choose a unit they control. Deal 2 damage to it. Use this ability only once each round.,"Epic Action: If you control 6 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SHD/293-b.png,https://cdn.swu-db.com/images/cards/SHD/293.png,Common,0.12,014
shd,340,Cargo Juggernaut,,1,Unit,['Vigilance'],"['VEHICLE', 'TANK']",['Ground'],6,4,6,"Shielded (When you play this unit, give a Shield token to it.) |When Played: If you control another Vigilance unit, heal 4 damage from your base.",,,False,,https://cdn.swu-db.com/images/cards/SHD/340.png,Common,0.17,066
shd,464,Cartel Turncoat,,1,Unit,"['Cunning', 'Heroism']","['UNDERWORLD', 'VEHICLE', 'FIGHTER']",['Space'],1,2,3,"Bounty - Draw a card. (When this unit is defeated or captured, your opponent collects its bounty.)",,,False,,https://cdn.swu-db.com/images/cards/SHD/464.png,Common,0.17,195
shd,417,Cassian Andor,Rebellions Are Built On Hope,1,Unit,"['Aggression', 'Heroism']",['REBEL'],['Ground'],3,3,5,"Smuggle [C=5 Aggression Heroism] (If this card is a resource, you may play him for his smuggle cost. Replace it with the top card of your deck.) |When played using Smuggle: Ready this unit.",,,False,,https://cdn.swu-db.com/images/cards/SHD/417.png,Uncommon,2.67,148
shd,484,Chain Code Collector,,1,Unit,['Cunning'],"['UNDERWORLD', 'BOUNTY HUNTER']",['Ground'],4,4,2,"Ambush (When you play this unit, it may ready and attack an enemy unit.) |On Attack: If the defender has a Bounty, it gets -4/-0 for this attack.",,,False,,https://cdn.swu-db.com/images/cards/SHD/484.png,Common,0.18,216
shd,325,Chewbacca,Pykesbane,1,Unit,"['Vigilance', 'Heroism']","['UNDERWORLD', 'WOOKIEE']",['Ground'],8,4,10,Grit |When Played: You may defeat a unit with 5 or less remaining HP. |Smuggle [C=9 Aggression Heroism],,,False,,https://cdn.swu-db.com/images/cards/SHD/325.png,Rare,3.96,050
shd,401,Choose Sides,,1,Event,['Command'],['PLAN'],,7,,,Choose a friendly non-leader unit and an enemy non-leader unit. Exchange control of those units.,,,False,,https://cdn.swu-db.com/images/cards/SHD/401.png,Rare,1.87,132
shd,438,Clan Challengers,,1,Unit,['Aggression'],"['MANDALORIAN', 'TROOPER']",['Ground'],5,3,6,"Raid 3 (This unit gets +3/+0 while attacking.) |While this unit is upgraded, it gains Overwhelm. (When attacking an enemy unit, deal excess damage to the opponent's base.)",,,False,,https://cdn.swu-db.com/images/cards/SHD/438.png,Common,0.29,169
shd,312,Clan Saxon Gauntlet,,1,Unit,"['Vigilance', 'Villainy']","['MANDALORIAN', 'VEHICLE', 'TRANSPORT']",['Space'],6,4,5,Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) |When this unit is attacked: You may give an Experience token to a unit (before damage is dealt).,,,False,,https://cdn.swu-db.com/images/cards/SHD/312.png,Uncommon,0.76,035
shd,316,Clan Wren Rescuer,,1,Unit,"['Vigilance', 'Heroism']","['MANDALORIAN', 'TROOPER']",['Ground'],2,1,2,When Played: Give an Experience token to a unit.,,,False,,https://cdn.swu-db.com/images/cards/SHD/316.png,Common,0.35,040
shd,364,Clone Deserter,,1,Unit,"['Command', 'Heroism']","['FRINGE', 'CLONE']",['Ground'],1,2,3,"Restore 1 (When this unit attacks, heal 1 damage from your base.) |Bounty - Draw a card. (When this unit is defeated or captured, your opponent collects its bounty.)",,,False,,https://cdn.swu-db.com/images/cards/SHD/364.png,Common,0.26,095
shd,478,Cloud-Rider,,1,Unit,['Cunning'],['UNDERWORLD'],['Ground'],2,3,1,"Ambush (When you play this unit, it may ready and attack an enemy unit.)",,,False,,https://cdn.swu-db.com/images/cards/SHD/478.png,Common,0.51,210
shd,384,Cobb Vanth,The Marshal,1,Unit,['Command'],"['FRINGE', 'OFFICIAL']",['Ground'],3,3,2,"When Defeated: Search the top 10 cards of your deck for a unit that costs 2 or less and discard it. For this phase, you may play that card from your discard pile for free.",,,False,,https://cdn.swu-db.com/images/cards/SHD/384.png,Rare,2.16,115
shd,380,Collections Starhopper,,1,Unit,['Command'],"['UNDERWORLD', 'VEHICLE', 'FIGHTER']",['Space'],2,2,2,"Smuggle [C=3 Command] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",,,False,,https://cdn.swu-db.com/images/cards/SHD/380.png,Common,0.19,111
shd,396,Commission,,1,Event,['Command'],['SUPPLY'],,1,,,"Search the top 10 cards of your deck for a Bounty Hunter, Item, or Transport card, reveal it, and draw it. (Put the other cards on the bottom of your deck in a random order.) |Smuggle [C=3 {Command}]",,,False,,https://cdn.swu-db.com/images/cards/SHD/396.png,Uncommon,0.38,127
shd,318,Concord Dawn Interceptors,,1,Unit,"['Vigilance', 'Heroism']","['MANDALORIAN', 'VEHICLE', 'FIGHTER']",['Space'],3,1,4,Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) |This unit gets +2/+0 while defending.,,,False,,https://cdn.swu-db.com/images/cards/SHD/318.png,Uncommon,4.46,042
shd,303,Coronet City,Corellia,1,Base,['Cunning'],,,,,30,,,,False,,https://cdn.swu-db.com/images/cards/SHD/303.png,Common,0.12,025
shd,467,Coruscant Dissident,,1,Unit,"['Cunning', 'Heroism']","['UNDERWORLD', 'TWILEK']",['Ground'],3,3,4,On Attack: You may ready a resource.,,,False,,https://cdn.swu-db.com/images/cards/SHD/467.png,Uncommon,0.25,199
shd,348,Covert Strength,,1,Event,['Vigilance'],['TACTIC'],,1,,,"Heal 2 damage from a unit and give an Experience token to it.|Smuggle [C=3 Vigilance] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",,,False,,https://cdn.swu-db.com/images/cards/SHD/348.png,Common,0.34,075
shd,440,Covetous Rivals,,1,Unit,['Aggression'],['BOUNTY HUNTER'],['Ground'],6,5,5,Grit (This unit gets +1/+0 for each damage on it.) |When Played/On Attack: You may deal 2 damage to a unit with a Bounty.,,,False,,https://cdn.swu-db.com/images/cards/SHD/440.png,Common,0.14,171
shd,477,Criminal Muscle,,1,Unit,['Cunning'],['UNDERWORLD'],['Ground'],1,2,1,When Played: You may return a non-unique upgrade to its owner's hand.,,,False,,https://cdn.swu-db.com/images/cards/SHD/477.png,Common,0.18,209
